1.099950168281793594e-02 1.135891973972320557e-01
1.057585142552852631e-02 8.586275577545166016e-02
9.832005016505718231e-03 8.922810107469558716e-02
1.012339908629655838e-02 9.186527132987976074e-02
9.262070059776306152e-03 1.008308082818984985e-01
9.720200672745704651e-03 8.031100034713745117e-02
1.009318046271800995e-02 1.022261828184127808e-01
9.322335012257099152e-03 9.370657056570053101e-02
9.863046929240226746e-03 9.749560803174972534e-02
9.772756136953830719e-03 8.953224122524261475e-02
1.450015138834714890e-02 7.846853137016296387e-02
8.503907360136508942e-03 8.280569314956665039e-02
1.063806843012571335e-02 1.050120145082473755e-01
9.804525412619113922e-03 8.470143377780914307e-02
1.072904001921415329e-02 1.055296733975410461e-01
9.300550445914268494e-03 1.135405451059341431e-01
1.041064038872718811e-02 8.953022956848144531e-02
8.117836900055408478e-03 9.707855433225631714e-02
1.118516176939010620e-02 1.006453484296798706e-01
1.003963872790336609e-02 8.024521917104721069e-02
1.059576030820608139e-02 8.625862002372741699e-02
1.103050354868173599e-02 1.079910099506378174e-01
9.599328041076660156e-03 9.698712080717086792e-02
1.077464316040277481e-02 9.682865440845489502e-02
9.730770252645015717e-03 9.088085591793060303e-02
1.097136922180652618e-02 8.798763900995254517e-02
8.677901700139045715e-03 9.193896502256393433e-02
1.135022938251495361e-02 9.095942974090576172e-02
1.062508765608072281e-02 8.953841030597686768e-02
9.158093482255935669e-03 9.833729267120361328e-02
7.847425527870655060e-03 8.707774430513381958e-02
8.876766078174114227e-03 9.222788363695144653e-02
9.878691285848617554e-03 9.227468818426132202e-02
1.152194384485483170e-02 9.193243086338043213e-02
9.514024481177330017e-03 9.585934132337570190e-02
1.014283392578363419e-02 1.018645539879798889e-01
1.039349753409624100e-02 1.003847271203994751e-01
1.163908187299966812e-02 8.412565290927886963e-02
9.590287692844867706e-03 8.949452638626098633e-02
1.012274995446205139e-02 1.038250401616096497e-01
1.116186287254095078e-02 9.252931177616119385e-02
1.035322993993759155e-02 1.011196970939636230e-01
1.099717337638139725e-02 9.416778385639190674e-02
8.721042424440383911e-03 8.464623987674713135e-02
1.019219029694795609e-02 1.039674729108810425e-01
9.562527760863304138e-03 8.499399572610855103e-02
9.196652099490165710e-03 1.081122234463691711e-01
1.093465834856033325e-02 1.111370250582695007e-01
1.198146026581525803e-02 1.158743947744369507e-01
1.190005242824554443e-02 9.090979397296905518e-02
1.138954143971204758e-02 8.905390650033950806e-02
1.008655689656734467e-02 1.097787246108055115e-01
9.673169814050197601e-03 1.190476641058921814e-01
9.004082530736923218e-03 1.006876081228256226e-01
1.155421417206525803e-02 8.646861463785171509e-02
9.962856769561767578e-03 8.841546624898910522e-02
1.071929279714822769e-02 1.045672744512557983e-01
1.017583999782800674e-02 8.612357079982757568e-02
1.122389640659093857e-02 8.931481093168258667e-02
9.932437911629676819e-03 9.120700508356094360e-02
9.951660409569740295e-03 9.319109469652175903e-02
8.837118744850158691e-03 8.733265846967697144e-02
9.646497666835784912e-03 9.210074692964553833e-02
1.141996961086988449e-02 9.822481870651245117e-02
9.684331715106964111e-03 9.195198863744735718e-02
1.205463334918022156e-02 9.459670633077621460e-02
1.098412275314331055e-02 8.901155740022659302e-02
1.025260705500841141e-02 1.022131964564323425e-01
1.122510805726051331e-02 9.762205183506011963e-02
1.001356635242700577e-02 9.825689345598220825e-02
1.079564448446035385e-02 9.871449321508407593e-02
1.137764938175678253e-02 9.355299919843673706e-02
1.032415777444839478e-02 9.378333389759063721e-02
1.089524384588003159e-02 1.014964208006858826e-01
9.790644049644470215e-03 7.743338495492935181e-02
1.194335334002971649e-02 9.572003781795501709e-02
9.383878670632839203e-03 9.073717892169952393e-02
1.047730259597301483e-02 8.344832062721252441e-02
1.039090659469366074e-02 9.931019693613052368e-02
1.181612815707921982e-02 9.978052973747253418e-02
1.049708109349012375e-02 1.053326427936553955e-01
1.105920504778623581e-02 9.833382815122604370e-02
1.053967513144016266e-02 9.345120936632156372e-02
1.049405243247747421e-02 1.104473769664764404e-01
1.030579209327697754e-02 1.037244051694869995e-01
1.016653049737215042e-02 1.069844067096710205e-01
9.773353114724159241e-03 1.098366081714630127e-01
1.150203403085470200e-02 1.006058976054191589e-01
9.212066419422626495e-03 1.135614514350891113e-01
9.608347900211811066e-03 1.176821663975715637e-01
9.717757813632488251e-03 8.802337944507598877e-02
9.377272799611091614e-03 8.969669044017791748e-02
1.069999765604734421e-02 9.548197686672210693e-02
1.070169638842344284e-02 9.078090637922286987e-02
1.017643604427576065e-02 9.129695594310760498e-02
1.027666963636875153e-02 9.593375027179718018e-02
9.386835619807243347e-03 9.624455869197845459e-02
1.085856184363365173e-02 1.154034584760665894e-01
7.977197878062725067e-03 8.588638901710510254e-02
