-6.999999999999999556e-01 -4.000000000000000222e-01 5.000000000000000000e-01 2.999999999999999889e-01
-2.049660924008271934e-01 -3.947489788999733462e-01 2.168901184813621097e-01 2.943335876264133733e-01
-7.308036931950512294e-01 -3.985305072134043836e-01 4.856217435596094090e-02 2.869545026988292169e-01
-9.591800173484688052e-01 -4.342217456069240589e-01 1.366307548431560104e-01 3.010940897692928053e-01
-1.069490188829118393e+00 -4.243472209267570849e-01 2.814289628237288121e-01 3.588060077428836814e-01
-1.049169641322074797e+00 -4.328910203112554256e-01 8.748422843747234445e-01 3.339270932995348495e-01
-2.653964038811555681e-02 -4.017351522946262521e-01 2.787552328639700261e-02 2.802318486024610866e-01
-7.492523479831108002e-01 -4.424865870452657224e-01 5.357872250916534407e-01 3.156288750719113412e-01
-1.512619969245191154e+00 -4.435498481139342752e-01 4.148116864198569398e-01 3.304487591967500970e-01
-5.741467460096910669e-01 -3.787547326248171808e-01 1.176172433769409942e+00 3.053907917477030054e-01
-1.015033461197198505e+00 -4.436833375621767606e-01 8.266107253780083930e-01 3.372544842521808528e-01
-4.726010506333221395e-01 -4.007907954899315173e-01 7.830250916049028009e-02 2.847755917266935888e-01
-8.704099188741797333e-01 -4.341823997086125542e-01 2.256420843525614450e-01 3.271907598758495017e-01
-7.202286982831130890e-01 -4.358489206532797922e-01 8.452381414643955759e-02 3.163649885136733397e-01
-1.330086649504242713e+00 -4.505335275521628602e-01 4.581141663913637085e-01 3.566193290630490509e-01
-1.016096934437632271e+00 -4.521757643332789400e-01 1.139633338341627944e-01 3.048025453730118794e-01
-1.158408381664589815e+00 -4.209665409631181410e-01 8.481692810928598281e-01 3.311703843320185081e-01
-7.239058077938034241e-01 -4.028884783669204883e-01 5.595668154718660969e-02 2.919478946617676263e-01
-7.341612282592283600e-01 -4.164780067888352311e-01 1.702474080957083191e-01 3.130459436817029650e-01
-1.201621105331935224e+00 -4.344939674238386118e-01 4.053410164224476864e-01 3.315048168730440059e-01
-8.065043567538154878e-01 -4.407078842117012618e-01 1.934514660640472561e-01 3.516013788646039639e-01
-1.083502574499161986e+00 -4.425599541003499837e-01 4.645606768907496464e-01 3.124087209606337678e-01
-7.475063026155250867e-01 -3.874804591684426480e-01 7.274840992600960510e-01 3.154000519006033287e-01
-8.293508876975200783e-01 -4.179182967052144648e-01 9.656424728699120053e-02 3.144842900189288026e-01
-5.609197232777619613e-01 -4.245407861270857897e-01 3.980920546483122102e-01 3.271048733753817439e-01
-9.534866164346423867e-01 -4.467773477569917939e-01 4.840593137519317857e-01 3.493807931665821043e-01
-8.220874538100650941e-01 -4.088497359110616070e-01 1.990793710673441907e-01 2.941068817898473964e-01
-3.673800910054560998e-01 -3.685163526498207998e-01 1.398371427359238750e-01 2.665490653408870703e-01
-4.030554191401588549e-01 -4.030714150841090970e-01 6.429826883750669464e-02 3.034715505543698622e-01
-9.479298331471707195e-01 -4.198260612702687800e-01 7.239198535001595269e-02 2.821852648692054766e-01
-8.968950983637266061e-01 -3.894279656351618546e-01 6.119181435989526907e-01 2.703040304680092709e-01
-4.450218921391007609e-01 -3.879577511832048575e-01 2.612075385072903932e-02 2.873351551251729918e-01
-7.901700062985844708e-01 -4.361665961059622565e-01 2.145362083773856288e-01 3.589313296686766908e-01
-1.061592035779386656e+00 -4.295513711452170202e-01 4.603370711704033447e-01 3.151483323401972347e-01
-9.664030063293920225e-01 -3.683574258107430444e-01 1.142192173597076366e+00 2.813234589330937396e-01
-9.425012971887967161e-01 -4.369265030975875708e-01 5.124613160735482786e-01 3.386746375682420096e-01
-9.762284834452917837e-01 -4.594090742718657250e-01 1.451736470092844233e-01 3.109869668526031306e-01
-8.582309450134159023e-01 -4.336705389625822304e-01 1.130063489021414513e-01 3.119278718260483640e-01
-4.827315858934179138e-01 -4.321180154488925007e-01 1.402734489793850958e-01 3.332598426279814730e-01
-1.020604430834592069e+00 -4.653176804290515278e-01 4.133656694279139732e-01 3.557253468553712716e-01
-4.601249991712884624e-01 -4.073589804016434779e-01 3.427194372024345848e-01 3.037954653584037379e-01
-1.154564222724051792e+00 -4.575743793525159364e-01 1.073531654534236601e-01 3.112661861374584893e-01
-1.334315822021929110e+00 -4.424096116647606713e-01 4.191587940769706533e-01 3.564048220243595799e-01
-1.075264569831686057e+00 -4.205184705434122372e-01 5.598363538638395642e-01 3.255356341691769684e-01
-1.320512075698931032e+00 -4.472486036017340738e-01 6.958881296896382018e-01 3.430220815954269087e-01
-1.089555001135928736e+00 -4.317941539326237699e-01 7.711514930650802402e-01 3.277758442352325385e-01
-9.592190696359350621e-01 -3.562631245412729575e-01 9.007957516205044035e-01 2.799764712182278292e-01
-1.058915605538083060e+00 -4.050120511545362567e-01 8.259953742761940720e-01 3.065005104194320484e-01
-5.391500515091708357e-01 -4.035928639257703177e-01 3.389543098652060271e-01 3.179948843132257563e-01
-4.987644439091203363e-01 -4.305783711027887928e-01 1.350137532129339624e-01 2.986534827592984831e-01
-1.322340319851289525e+00 -4.380631308383923228e-01 2.861638902632843706e-01 3.149956239666026336e-01
-1.250371083412779694e+00 -4.320498001178512126e-01 5.347134362206867886e-01 3.317450573331659491e-01
-1.033809865167931274e+00 -4.575207551601139788e-01 6.821807395388851392e-02 3.463998752808553072e-01
-5.256350371914559894e-01 -3.982355536433346832e-01 4.301973907515586060e-01 3.286326965289668167e-01
-1.272404140577684473e+00 -4.595949427714250968e-01 7.122519609877510094e-01 3.454950695949274841e-01
-4.455870087101151400e-01 -3.968809135427920354e-01 6.437430399649558821e-02 2.920318831886727362e-01
-8.377502016661654283e-01 -4.398834529982772468e-01 8.085709724606795490e-01 3.572152525994829464e-01
-2.447087094889353054e-01 -3.697734509866725805e-01 1.693673166554631182e-01 2.807694835947227019e-01
-1.398866443565954576e+00 -4.617206461898577530e-01 3.782259639706018195e-01 3.471564338210013645e-01
-1.600465049393506201e+00 -4.565350031479550874e-01 9.774275549069498803e-01 3.559086152243849388e-01
-1.272256578718868658e+00 -4.965658917103715209e-01 3.854179637394417046e-01 3.736759152773795889e-01
-3.851320496515160952e-01 -4.265789410554797212e-01 4.195494513686662819e-01 3.517945034037469609e-01
-1.392466971609203963e+00 -4.663835475351801874e-01 3.360109992406254409e-01 3.335653000635611654e-01
-8.252053279155420196e-01 -4.386031626278532602e-01 7.675483121064563541e-02 3.196479934362551623e-01
-1.250546946837866713e+00 -4.555038773030110066e-01 8.051684252929824925e-01 3.705746144450319801e-01
-1.940382915271004816e+00 -4.951433264000296708e-01 1.350648795556028681e+00 4.001457002662412998e-01
-1.162938566662337747e+00 -3.945308389576601127e-01 8.646273368737209530e-01 2.964972847050943439e-01
-4.489571337443297172e-01 -3.891045855423252431e-01 7.241301818733131279e-02 2.820205524403693875e-01
-9.477215067955053751e-01 -3.938615426236757866e-01 6.136294210452465370e-01 3.141003283362331922e-01
-6.466259367604743069e-01 -3.814621708119353416e-01 5.267791511086721279e-01 2.993010857424074356e-01
-1.242863079761089562e+00 -4.114630057569017563e-01 1.093855567550810370e+00 3.069370494003810235e-01
-6.593166135433651265e-01 -4.181684239070743714e-01 2.133195843027207161e-01 3.212360156996031391e-01
-1.473507888185476622e+00 -4.357313763303350407e-01 1.246920153921707186e+00 3.213719951431682764e-01
-8.140449087386023574e-01 -4.034265075363289155e-01 6.274333776356599834e-01 3.016338310249567223e-01
-9.760202125096365533e-01 -4.459164096624638196e-01 6.030246393079793377e-01 3.079383645153763727e-01
-1.036617235213516564e+00 -4.078785835466239296e-01 2.642522886446440622e-01 2.971525942078283022e-01
-2.682289760747843532e-01 -3.624126001037379918e-01 2.603235718725737668e-01 2.678572660068240241e-01
-8.928272918092483579e-01 -4.505977132018638698e-01 4.095039864754429493e-02 3.512578326200855861e-01
-9.022910415227807235e-01 -4.135387492808696441e-01 4.250829461539257226e-01 3.055188582061513780e-01
-5.113047475611546266e-01 -4.125046875079879105e-01 1.006417116048785032e-01 3.016563951062896098e-01
-4.872096231338715611e-01 -4.089821127417456181e-01 2.006442130254426082e-01 2.966602078285197064e-01
-1.924205898302338236e+00 -4.534471883536494441e-01 1.580707864174794475e+00 3.579597775527659231e-01
-1.808419952083537563e+00 -5.012766399708039611e-01 9.016806785128603785e-01 3.742318992698935309e-01
-7.728590583524221902e-01 -4.241252396573383932e-01 2.969945876519143324e-01 3.300752149535167157e-01
-4.235630641551783038e-01 -3.899051059330273517e-01 2.792873180720226722e-01 2.873862581135583349e-01
-4.509737054729089922e-01 -4.030467778581647287e-01 1.952667288403189538e-01 2.814077862825278276e-01
-9.148604526266315151e-01 -4.599527287938510178e-01 8.098954862959679979e-02 3.366543080430384194e-01
-1.017129622892896323e+00 -4.382954582891593898e-01 2.627071973792887705e-01 3.115015611510249527e-01
-8.262113434379962928e-01 -3.982504101517249651e-01 5.502687241647110650e-01 2.902851237744221158e-01
-7.732320528617971922e-01 -4.392578768805392442e-01 8.602642908147924150e-02 3.481550425809442628e-01
-8.329485146651030014e-01 -4.438721647155272620e-01 1.145731549636363478e-01 3.292450919105821550e-01
